2.219e+05,3,1,1180,5650,1,0,0,3,7,1180,0,1955,0,98178,47.511,-122.26,1340,5650
5.38e+05,3,2.25,2570,7242,2,0,0,3,7,2170,400,1951,1991,98125,47.721,-122.32,1690,7639
1.8e+05,2,1,770,10000,1,0,0,3,6,770,0,1933,0,98028,47.738,-122.23,2720,8062
6.04e+05,4,3,1960,5000,1,0,0,5,7,1050,910,1965,0,98136,47.521,-122.39,1360,5000
5.1e+05,3,2,1680,8080,1,0,0,3,8,1680,0,1987,0,98074,47.617,-122.05,1800,7503
1.23e+06,4,4.5,5420,1.0193e+05,1,0,0,3,11,3890,1530,2001,0,98053,47.656,-122,4760,1.0193e+05
2.575e+05,3,2.25,1715,6819,2,0,0,3,7,1715,0,1995,0,98003,47.31,-122.33,2238,6819
2.9185e+05,3,1.5,1060,9711,1,0,0,3,7,1060,0,1963,0,98198,47.41,-122.31,1650,9711
2.295e+05,3,1,1780,7470,1,0,0,3,7,1050,730,1960,0,98146,47.512,-122.34,1780,8113
3.23e+05,3,2.5,1890,6560,2,0,0,3,7,1890,0,2003,0,98038,47.368,-122.03,2390,7570
6.625e+05,3,2.5,3560,9796,1,0,0,3,8,1860,1700,1965,0,98007,47.601,-122.14,2210,8925
4.68e+05,2,1,1160,6000,1,0,0,4,7,860,300,1942,0,98115,47.69,-122.29,1330,6000
3.1e+05,3,1,1430,19901,1.5,0,0,4,7,1430,0,1927,0,98028,47.756,-122.23,1780,12697
4e+05,3,1.75,1370,9680,1,0,0,4,7,1370,0,1977,0,98074,47.613,-122.05,1370,10208
5.3e+05,5,2,1810,4850,1.5,0,0,3,7,1810,0,1900,0,98107,47.67,-122.39,1360,4850
6.5e+05,4,3,2950,5000,2,0,3,3,9,1980,970,1979,0,98126,47.571,-122.38,2140,4000
3.95e+05,3,2,1890,14040,2,0,0,3,7,1890,0,1994,0,98019,47.728,-121.96,1890,14018
4.85e+05,4,1,1600,4300,1.5,0,0,4,7,1600,0,1916,0,98103,47.665,-122.34,1610,4300
1.89e+05,2,1,1200,9850,1,0,0,4,7,1200,0,1921,0,98002,47.309,-122.21,1060,5095
2.3e+05,3,1,1250,9774,1,0,0,4,7,1250,0,1969,0,98003,47.334,-122.31,1280,8850
3.85e+05,4,1.75,1620,4980,1,0,0,4,7,860,760,1947,0,98133,47.703,-122.34,1400,4980
2e+06,3,2.75,3050,44867,1,0,4,3,9,2330,720,1968,0,98040,47.532,-122.23,4110,20336
2.85e+05,5,2.5,2270,6300,2,0,0,3,8,2270,0,1995,0,98092,47.327,-122.17,2240,7005
2.527e+05,2,1.5,1070,9643,1,0,0,3,7,1070,0,1985,0,98030,47.353,-122.17,1220,8386
3.29e+05,3,2.25,2450,6500,2,0,0,4,8,2450,0,1985,0,98030,47.374,-122.17,2200,6865
2.33e+05,3,2,1710,4697,1.5,0,0,5,6,1710,0,1941,0,98002,47.305,-122.22,1030,4705
9.37e+05,3,1.75,2450,2691,2,0,0,3,8,1750,700,1915,0,98119,47.639,-122.36,1760,3573
6.67e+05,3,1,1400,1581,1.5,0,0,5,8,1400,0,1909,0,98112,47.622,-122.31,1860,3861
4.38e+05,3,1.75,1520,6380,1,0,0,3,7,790,730,1948,0,98115,47.695,-122.3,1520,6235
7.19e+05,4,2.5,2570,7173,2,0,0,3,8,2570,0,2005,0,98052,47.707,-122.11,2630,6026
5.805e+05,3,2.5,2320,3980,2,0,0,3,8,2320,0,2003,0,98027,47.539,-122.07,2580,3980
2.8e+05,2,1.5,1190,1265,3,0,0,3,7,1190,0,2005,0,98133,47.727,-122.36,1390,1756
6.875e+05,4,1.75,2330,5000,1.5,0,0,4,7,1510,820,1929,0,98117,47.682,-122.37,1460,5000
5.35e+05,3,1,1090,3000,1.5,0,0,4,8,1090,0,1929,0,98117,47.689,-122.38,1570,5080
3.225e+05,4,2.75,2060,6659,1,0,0,3,7,1280,780,1981,0,98058,47.428,-122.16,2020,8720
6.96e+05,3,2.5,2300,3060,1.5,0,0,3,8,1510,790,1930,2002,98115,47.683,-122.31,1590,3264
5.5e+05,4,1,1660,34848,1,0,0,1,5,930,730,1933,0,98052,47.662,-122.13,2160,11467
6.4e+05,4,2,2360,6000,2,0,0,4,8,2360,0,1904,0,98107,47.67,-122.36,1730,4700
2.4e+05,4,1,1220,8075,1,0,0,2,7,890,330,1969,0,98001,47.334,-122.28,1290,7800
6.05e+05,4,2.5,2620,7553,2,0,0,3,8,2620,0,1996,0,98056,47.53,-122.18,2620,11884
6.25e+05,4,2.5,2570,5520,2,0,0,3,9,2570,0,2000,0,98074,47.614,-122.03,2470,5669
7.75e+05,4,2.25,4220,24186,1,0,0,3,8,2600,1620,1984,0,98166,47.445,-122.35,2410,30617
8.6199e+05,5,2.75,3595,5639,2,0,0,3,9,3595,0,2014,0,98053,47.685,-122.02,3625,5639
6.85e+05,3,1,1570,2280,2,0,0,3,7,1570,0,1922,0,98119,47.641,-122.36,1580,2640
3.09e+05,3,1,1280,9656,1,0,0,4,6,920,360,1959,0,98058,47.449,-122.17,1340,8808
4.88e+05,3,2.5,3160,13603,2,0,0,3,8,3160,0,2003,0,98019,47.744,-121.98,3050,9232
2.1049e+05,3,1,990,8528,1,0,0,3,6,990,0,1966,0,98023,47.307,-122.37,1228,8840
7.85e+05,4,2.5,2290,13416,2,0,0,4,9,2290,0,1981,0,98007,47.619,-122.15,2680,13685
4.5e+05,3,1.75,1250,5963,1,0,0,4,7,1250,0,1953,0,98115,47.68,-122.3,970,5100
1.35e+06,3,2.5,2753,65005,1,1,2,5,9,2165,588,1953,0,98070,47.404,-122.45,2680,72513
2.28e+05,3,1,1190,9199,1,0,0,3,7,1190,0,1955,0,98148,47.426,-122.32,1190,9364
3.45e+05,5,2.5,3150,9134,1,0,0,4,8,1640,1510,1966,0,98056,47.493,-122.19,1990,9133
6e+05,3,1.75,1410,4080,1,0,0,4,7,1000,410,1950,0,98117,47.681,-122.38,1410,4080
5.85e+05,2,1.75,1980,8550,1,0,0,3,7,990,990,1981,0,98117,47.699,-122.37,1480,6738
9.2e+05,5,2.25,2730,6000,1.5,0,0,3,8,2130,600,1927,0,98105,47.657,-122.28,2730,6000
8.85e+05,4,2.5,2830,5000,2,0,0,3,9,2830,0,1995,0,98105,47.66,-122.29,1950,5000
2.925e+05,4,2.5,2250,4495,2,0,0,3,7,2250,0,2008,0,98042,47.366,-122.11,2250,4500
3.01e+05,3,2.5,2420,4750,2,0,0,3,8,2420,0,2003,0,98042,47.366,-122.12,2690,4750
9.51e+05,5,3.25,3250,14342,2,0,4,4,8,3250,0,1968,0,98008,47.588,-122.12,2960,11044
4.3e+05,4,3,1850,9976,2,0,0,3,8,1850,0,1991,0,98059,47.506,-122.15,2270,8542
6.5e+05,3,2.25,2150,21235,1,0,3,4,8,1590,560,1959,0,98166,47.434,-122.34,2570,18900
2.89e+05,3,1.75,1260,8400,1,0,0,3,7,1260,0,1954,0,98148,47.437,-122.33,1290,8750
5.05e+05,3,1.75,2519,8690,2,0,0,5,8,2519,0,1973,0,98166,47.443,-122.34,2500,9500
5.49e+05,3,1.75,1540,1044,3,0,0,3,8,1540,0,2014,0,98115,47.676,-122.32,1580,3090
4.25e+05,3,2.25,1660,6000,1,0,0,3,7,1110,550,1979,0,98122,47.611,-122.3,1440,4080
3.1763e+05,3,2.75,2770,3809,1.5,0,0,5,7,1770,1000,1925,0,98144,47.575,-122.3,1440,4000
9.75e+05,4,2.5,2720,11049,2,0,0,3,10,2720,0,1989,0,98004,47.581,-122.19,2750,11049
2.87e+05,4,2.5,2240,4648,2,0,0,3,7,2240,0,2005,0,98001,47.338,-122.26,2221,4557
2.04e+05,3,1,1000,12070,1,0,0,4,7,1000,0,1968,0,98042,47.362,-122.11,1010,12635
1.33e+06,5,2.25,3200,20158,1,0,0,3,8,1600,1600,1965,0,98004,47.63,-122.22,3390,20158
1.04e+06,5,3.25,4770,50094,1,0,0,4,11,3070,1700,1973,0,98005,47.653,-122.16,3530,38917
3.25e+05,3,2,1260,5612,1,0,0,4,7,1260,0,1972,0,98034,47.736,-122.18,1640,4745
5.71e+05,4,2,2750,7807,1.5,0,0,5,7,2250,500,1916,0,98125,47.717,-122.29,1510,7807
3.6e+05,4,2.5,2380,5000,2,0,0,3,8,2380,0,2005,0,98038,47.361,-122.04,2420,5000
3.49e+05,3,1.75,1790,50529,1,0,0,5,7,1090,700,1965,0,98042,47.351,-122.07,1940,50529
8.325e+05,4,4,3430,35102,2,0,0,4,10,2390,1040,1986,0,98075,47.582,-121.99,3240,35020
